Sector de actividad económica;Tipo de equipo e instalación;Ámbito medioambiental;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;14 Murcia, Región de;2012;6.820.056
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;14 Murcia, Región de;2011;14.386.374
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;14 Murcia, Región de;2010;11.440.028
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;14 Murcia, Región de;2009;6.536.451
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;14 Murcia, Región de;2008;5.905.549
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2020;22.975.203
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2019;8.738.841
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2018;7.615.798
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2017;5.806.626
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2016;9.647.046
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2015;8.453.548
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2014;4.957.902
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2013;3.257.446
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2012;7.213.245
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2011;2.023.570
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2010;5.412.381
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2009;7.150.236
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;15 Navarra, Comunidad Foral de;2008;20.912.993
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2020;15.965.403
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2019;36.735.383
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2018;40.239.773
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2017;17.478.013
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2016;22.391.801
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2015;14.895.746
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2014;13.134.785
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2013;16.828.931
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2012;19.403.673
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2011;20.228.475
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2010;31.752.165
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2009;26.729.512
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;16 País Vasco;2008;27.325.246
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2020;2.655.401
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2019;1.888.211
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2018;1.286.330
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2017;302.316
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2016;1.072.490
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2015;366.047
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2014;602.507
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2013;982.312
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2012;377.204
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2011;2.898.823
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2010;1.688.344
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2009;1.167.252
C. Industria manufacturera;INVERSIÓN TOTAL;Protección del aire y el clima;Total Nacional;17 Rioja, La;2008;929.540
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2020;71.868.120
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2019;86.268.134
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2018;74.981.415
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2017;89.756.447
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2016;61.000.744
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2015;66.983.291
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2014;73.043.130
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2013;109.881.375
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2012;96.244.460
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2011;135.538.816
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2010;132.427.933
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2009;166.230.256
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;;2008;197.423.543
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2020;11.531.179
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2019;7.326.505
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2018;14.208.623
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2017;12.530.753
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2016;8.970.498
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2015;8.036.822
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2014;7.650.525
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2013;14.526.156
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2012;9.019.215
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2011;17.946.505
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2010;24.558.720
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2009;21.021.960
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;01 Andalucía;2008;24.604.022
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2020;9.346.088
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2019;2.802.701
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2018;3.787.296
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2017;11.473.157
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2016;4.359.618
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2015;4.505.126
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2014;993.993
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2013;8.433.559
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2012;1.181.656
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2011;2.034.850
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2010;646.685
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2009;2.087.821
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;02 Aragón;2008;5.058.491
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2020;3.786.648
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2019;12.875.606
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2018;6.130.159
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2017;1.346.439
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2016;1.827.810
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2015;9.880.214
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2014;8.117.892
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2013;9.081.569
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2012;6.130.544
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2011;8.710.254
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2010;6.953.712
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2009;4.335.774
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;03 Asturias, Principado de;2008;4.025.351
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2020;266.591
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2019;100.329
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2018;194.861
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2017;78.923
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2016;246.588
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2015;328.082
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2014;183.297
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2013;4.517
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2012;32.125
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2011;26.208
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2010;336.650
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2009;484.139
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;04 Balears, Illes;2008;836.524
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2020;406.542
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2019;482.525
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2018;1.353.653
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2017;645.620
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2016;942.769
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2015;1.072.087
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2014;1.797.044
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2013;2.040.619
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2012;1.198.168
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2011;495.838
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2010;3.293.661
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2009;5.735.080
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;05 Canarias;2008;2.311.441
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2020;1.269.369
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2019;519.053
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2018;950.807
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2017;624.859
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2016;924.864
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2015;1.130.487
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2014;1.709.673
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2013;1.552.488
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2012;2.097.203
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2011;7.499.732
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2010;11.403.777
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2009;4.917.300
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;06 Cantabria;2008;5.526.253
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2020;6.076.114
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2019;4.403.193
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2018;4.718.683
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2017;6.363.682
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2016;1.620.272
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2015;3.267.066
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2014;4.989.438
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2013;9.892.636
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2012;5.076.013
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2011;5.326.771
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2010;5.037.598
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2009;12.516.401
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;07 Castilla y León;2008;19.575.983
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2020;2.865.954
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2019;5.515.482
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2018;4.811.194
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2017;2.333.528
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2016;3.974.821
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2015;3.048.215
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2014;6.277.114
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2013;3.494.803
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2012;7.310.655
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2011;3.388.503
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2010;7.838.014
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2009;22.661.013
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2008;10.779.218
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2020;13.680.228
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2019;15.279.664
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2018;13.097.163
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2017;21.807.456
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2016;15.346.185
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2015;14.673.432
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2014;17.204.397
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2013;18.423.185
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2012;25.245.163
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2011;57.676.687
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2010;29.327.654
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2009;45.430.874
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2008;57.284.902
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2020;5.104.508
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2019;6.128.300
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2018;8.257.455
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2017;4.827.165
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2016;6.752.256
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2015;5.276.518
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2014;7.843.527
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2013;5.509.635
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2012;8.365.551
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2011;3.963.215
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2010;7.817.151
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2009;7.265.545
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2008;22.946.266
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2020;944.087
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2019;542.243
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2018;829.378
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2017;228.013
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2016;1.049.677
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2015;492.263
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2014;323.783
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2013;202.902
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2012;1.100.306
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2011;108.863
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2010;1.772.995
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2009;181.902
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2008;2.306.629
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2020;1.547.761
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2019;11.816.553
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2018;3.808.453
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2017;4.507.888
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2016;3.261.425
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2015;4.784.914
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2014;2.830.127
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2013;4.561.030
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2012;5.078.390
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2011;7.937.530
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2010;7.191.375
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2009;6.696.328
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2008;11.636.387
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2020;3.721.325
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2019;3.297.784
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2018;2.082.029
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2017;10.160.348
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2016;2.041.964
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2015;2.316.921
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2014;4.480.537
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2013;1.023.861
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2012;2.512.523
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2011;1.665.128
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2010;3.741.843
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2009;2.970.893
