Sector de actividad económica;Tipo de equipo e instalación;Ámbito medioambiental;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2018;3.327.376
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2017;11.870.304
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2016;3.166.676
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2015;2.800.833
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2014;5.898.171
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2013;2.034.737
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2012;4.217.781
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2011;4.325.003
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2010;6.827.806
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2009;7.916.316
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;13 Madrid, Comunidad de;2008;14.222.001
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2020;6.110.420
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2019;10.593.991
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2018;7.288.000
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2017;7.755.563
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2016;7.656.008
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2015;3.363.259
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2014;2.485.026
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2013;9.812.796
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2012;5.804.490
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2011;10.707.029
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2010;7.161.104
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2009;5.391.229
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;14 Murcia, Región de;2008;9.945.340
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2020;6.143.718
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2019;8.533.639
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2018;3.443.648
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2017;8.487.554
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2016;8.115.088
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2015;5.088.240
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2014;1.474.663
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2013;1.159.334
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2012;6.701.926
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2011;5.560.646
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2010;6.012.240
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2009;5.574.653
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;15 Navarra, Comunidad Foral de;2008;8.754.171
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2020;2.331.771
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2019;5.800.957
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2018;3.634.654
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2017;7.661.421
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2016;11.493.591
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2015;5.196.836
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2014;7.344.686
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2013;19.713.903
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2012;15.085.379
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2011;8.728.282
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2010;27.901.685
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2009;31.119.097
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;16 País Vasco;2008;41.559.335
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2020;453.220
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2019;923.535
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2018;774.458
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2017;552.715
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2016;1.169.666
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2015;1.017.822
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2014;267.805
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2013;232.551
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2012;436.379
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2011;1.824.457
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2010;2.544.380
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2009;1.688.215
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total Nacional;17 Rioja, La;2008;4.162.894
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2020;44.752.964
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2019;57.442.247
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2018;42.490.008
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2017;55.379.364
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2016;64.126.292
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2015;51.336.199
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2014;26.588.478
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2013;34.844.819
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2012;43.270.501
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2011;49.953.242
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2010;77.432.057
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2009;107.954.970
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;;2008;179.306.288
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2020;11.980.364
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2019;7.686.073
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2018;6.390.920
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2017;2.465.971
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2016;2.581.702
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2015;1.890.540
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2014;4.070.283
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2013;11.757.131
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2012;2.554.315
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2011;4.480.425
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2010;11.911.945
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2009;13.513.034
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;01 Andalucía;2008;30.802.194
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2020;343.579
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2019;288.114
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2018;965.548
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2017;945.463
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2016;803.736
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2015;415.648
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2014;331.197
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2013;103.450
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2012;518.709
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2011;1.261.234
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2010;1.145.770
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2009;4.681.959
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;02 Aragón;2008;6.118.402
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2020;7.414.357
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2019;18.083.069
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2018;6.280.443
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2017;9.005.572
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2016;3.869.083
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2015;14.498.607
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2014;299.338
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2013;814.814
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2012;427.801
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2011;2.102.292
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2010;4.560.304
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2009;640.247
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;03 Asturias, Principado de;2008;9.222.925
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2020;10.203
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2019;44.957
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2018;5.625
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2017;50.384
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2016;125.462
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2015;1.096
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2014;651.060
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2013;0
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2012;0
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2011;0
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2010;832.369
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2009;2.924.336
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;04 Balears, Illes;2008;153.251
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2020;56.015
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2019;115.651
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2018;362.560
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2017;746.459
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2016;906.701
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2015;692.088
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2014;728.117
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2013;1.747.035
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2012;6.588.229
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2011;2.878.710
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2010;2.712.096
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2009;3.541.636
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;05 Canarias;2008;3.284.371
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2020;459.041
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2019;1.041.055
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2018;963.813
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2017;1.144.472
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2016;964.127
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2015;303.053
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2014;75.295
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2013;1.287.131
C. Industria manufacturera;INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;Total Nacional;06 Cantabria;2012;26.000
